1,0.000001
2,0.000001
3,0.000002
4,0.000002
5,0.000002
6,0.000003
7,0.000006
8,0.000006
9,0.000013
10,0.000021
11,0.000030
12,0.000042
13,0.000074
14,0.000099
15,0.000141
16,0.000230
17,0.000399
18,0.000759
19,0.001104
20,0.001611
